customer_id,age,annual_income,loan_amount,interest_rate,credit_score,dti_ratio,utilization_rate,employment_length_years,grade,purpose,home_ownership,region,loan_status,default_flag
C100269,54,31140,15714,5.46,726,14.1,26.3,13,A,small_business,RENT,Atlantic,Current,0
C100270,26,48923,16908,7.84,719,15.1,41.1,8,A,debt_consolidation,RENT,West,Current,0
C100271,29,118118,15958,5.0,722,21.1,43.9,14,A,debt_consolidation,MORTGAGE,Prairies,Current,0
C100272,24,36906,33693,6.38,712,14.3,29.9,8,A,debt_consolidation,RENT,Prairies,Current,0
C100273,43,88556,2315,10.88,601,30.7,38.8,5,C,major_purchase,OWN,Ontario,Current,0
C100274,46,48140,15282,11.62,630,18.4,81.0,14,D,small_business,RENT,Atlantic,Current,0
C100275,43,76543,17974,7.35,752,14.8,26.1,10,B,credit_card,MORTGAGE,Ontario,Current,0
C100276,23,98105,12532,7.91,627,15.3,73.5,12,B,major_purchase,MORTGAGE,West,Current,0
C100277,43,83581,24299,10.97,670,8.8,42.6,3,C,major_purchase,MORTGAGE,Prairies,Current,0
C100278,62,90140,23693,15.4,569,15.2,58.5,10,F,credit_card,MORTGAGE,Ontario,Current,0
C100279,22,35660,17666,12.72,642,17.3,62.9,8,E,small_business,MORTGAGE,West,Current,0
C100280,57,98829,16105,7.38,703,23.0,37.0,1,A,debt_consolidation,RENT,Ontario,Current,0
C100281,33,40794,17216,8.48,783,16.3,51.3,4,B,credit_card,MORTGAGE,Prairies,Current,0
C100282,24,67292,17266,9.21,730,13.1,8.7,14,B,debt_consolidation,MORTGAGE,Prairies,Current,0
C100283,23,67253,17451,8.91,630,25.1,61.7,9,B,credit_card,MORTGAGE,Prairies,Current,0
C100284,21,74481,16684,12.62,717,28.9,2.1,12,C,credit_card,MORTGAGE,Prairies,Current,0
C100285,40,69677,19767,11.34,637,26.8,49.2,2,C,debt_consolidation,RENT,Atlantic,Current,0
C100286,44,40957,23272,5.13,692,9.0,64.0,3,A,credit_card,RENT,Ontario,Current,0
C100287,50,32616,9388,8.56,719,13.0,57.6,15,B,home_improvement,RENT,Atlantic,Current,0
C100288,24,88659,10645,9.33,653,30.7,28.5,6,C,home_improvement,RENT,Ontario,Current,0
C100289,51,65096,5760,5.46,773,16.7,20.9,14,A,debt_consolidation,RENT,Prairies,Current,0
C100290,55,100430,24065,12.3,593,19.1,44.5,12,E,debt_consolidation,RENT,Ontario,Charged Off,1
C100291,24,58681,19752,5.66,690,20.0,52.2,5,A,credit_card,MORTGAGE,Prairies,Current,0
C100292,52,31814,21537,16.65,578,29.6,21.6,15,F,major_purchase,MORTGAGE,Ontario,Current,0
C100293,26,92481,7994,5.92,693,11.0,48.3,12,A,major_purchase,MORTGAGE,West,Current,0
C100294,41,50682,30495,12.68,696,22.5,53.9,2,E,debt_consolidation,MORTGAGE,Atlantic,Current,0
C100295,52,69836,13738,14.17,649,29.0,47.2,1,F,home_improvement,RENT,Ontario,Current,0
C100296,61,44741,19177,20.53,686,15.9,58.6,2,G,credit_card,RENT,Ontario,Current,0
C100297,45,125484,23981,14.39,761,21.1,46.9,11,E,vacation,MORTGAGE,Ontario,Current,0
C100298,41,40358,11091,13.01,579,13.2,48.3,2,E,debt_consolidation,MORTGAGE,Ontario,Current,0
C100299,60,51439,14176,12.55,662,12.6,16.3,4,D,credit_card,MORTGAGE,Ontario,Current,0
C100300,31,62840,19254,16.63,571,17.1,61.2,6,E,credit_card,MORTGAGE,Ontario,Charged Off,1
C100301,30,36626,38002,6.74,681,18.3,32.4,2,A,debt_consolidation,MORTGAGE,West,Current,0
C100302,42,69476,20108,6.66,645,15.7,42.2,5,C,debt_consolidation,MORTGAGE,Ontario,Current,0
C100303,26,123668,29245,13.18,622,13.5,63.1,10,C,debt_consolidation,MORTGAGE,Prairies,Late (31-120 days),1
C100304,22,48016,26440,11.78,578,21.4,83.7,15,E,credit_card,MORTGAGE,Ontario,Current,0
C100305,38,71526,20576,9.75,672,10.0,49.6,7,C,home_improvement,RENT,Ontario,Current,0
C100306,28,25000,11076,6.64,635,19.5,63.4,11,B,home_improvement,RENT,West,Current,0
C100307,50,58834,25418,11.11,704,27.4,21.7,8,D,debt_consolidation,RENT,Ontario,Current,0
C100308,46,52007,7513,8.34,652,15.9,56.4,7,B,major_purchase,MORTGAGE,Ontario,Current,0
C100309,43,41427,29206,5.0,850,13.6,34.4,8,A,credit_card,MORTGAGE,Ontario,Current,0
C100310,44,97407,19400,9.89,655,20.6,73.9,15,C,vacation,RENT,Ontario,Current,0
C100311,25,51699,2000,11.38,684,3.8,39.6,0,C,debt_consolidation,RENT,Ontario,Current,0
C100312,39,55278,15616,6.99,631,20.3,49.4,8,B,major_purchase,MORTGAGE,Ontario,Charged Off,1
C100313,24,50527,22578,6.33,796,38.2,59.1,0,B,medical,RENT,West,Current,0
C100314,37,25272,16341,7.83,764,15.6,41.0,14,B,major_purchase,MORTGAGE,West,Current,0
C100315,52,35976,23005,7.59,718,15.7,26.5,9,B,major_purchase,RENT,Ontario,Current,0
C100316,67,92272,12050,7.29,628,21.7,99.9,0,B,credit_card,RENT,West,Current,0
C100317,34,25000,8858,10.57,670,31.0,31.1,9,D,home_improvement,RENT,West,Current,0
C100318,33,42411,17500,8.62,640,23.3,51.8,6,B,credit_card,RENT,West,Current,0
C100319,52,50017,18221,16.71,694,7.4,54.7,0,F,credit_card,RENT,Prairies,Current,0
C100320,64,131220,15561,14.72,659,26.4,56.2,15,F,vacation,RENT,Atlantic,Current,0
C100321,34,84615,26591,8.89,685,36.0,45.8,6,C,debt_consolidation,RENT,West,Charged Off,1
C100322,60,46596,12049,8.16,568,20.9,55.7,0,B,credit_card,RENT,Prairies,Current,0
C100323,35,107692,20192,8.84,626,9.9,49.9,9,C,medical,MORTGAGE,Atlantic,Current,0
C100324,51,42906,18476,14.21,674,23.0,30.1,6,E,debt_consolidation,RENT,Atlantic,Current,0
C100325,30,94287,7103,13.76,725,10.5,84.6,10,D,debt_consolidation,RENT,West,Current,0
C100326,33,32484,8767,13.93,697,29.6,44.3,2,E,debt_consolidation,RENT,Atlantic,Current,0
C100327,67,97048,18083,8.54,592,11.3,67.7,13,C,small_business,OWN,West,Current,0
C100328,39,49873,31868,12.47,675,20.0,44.1,6,D,major_purchase,MORTGAGE,Ontario,Current,0
C100329,21,37691,22055,7.79,758,10.5,36.8,6,B,debt_consolidation,OTHER,West,Current,0
C100330,57,54300,5921,11.82,567,15.7,50.9,12,D,home_improvement,OWN,Prairies,Current,0
C100331,26,67833,2000,8.57,702,26.9,19.9,8,B,credit_card,RENT,West,Current,0
C100332,26,47924,23131,12.83,673,20.2,47.4,0,D,home_improvement,MORTGAGE,Ontario,Current,0
C100333,60,76825,17327,14.04,619,17.1,47.4,9,E,home_improvement,RENT,West,Current,0
C100334,37,46058,25989,5.93,622,7.0,75.6,10,A,medical,OWN,Ontario,Current,0
C100335,27,79155,11835,14.48,640,6.4,31.5,4,D,debt_consolidation,RENT,Ontario,Current,0
C100336,66,73057,20451,7.44,706,6.2,37.1,2,A,debt_consolidation,RENT,West,Current,0
C100337,34,58255,23923,13.0,650,20.3,36.0,0,D,credit_card,OWN,Atlantic,Current,0
C100338,50,49088,14868,6.16,693,21.9,74.5,13,A,credit_card,OWN,Prairies,Current,0
C100339,33,64100,15017,14.79,590,18.6,41.5,0,F,credit_card,OWN,West,Current,0
C100340,48,76697,18177,7.35,722,26.0,56.3,9,A,debt_consolidation,RENT,West,Current,0
C100341,53,151420,21799,18.17,616,19.0,72.5,13,G,debt_consolidation,RENT,Prairies,Current,0
C100342,56,91376,17900,13.31,619,19.3,52.1,5,E,medical,RENT,West,Current,0
C100343,40,92892,24818,9.71,657,10.4,26.8,3,C,debt_consolidation,RENT,Ontario,Current,0
C100344,49,220000,14766,12.84,641,27.9,28.4,11,E,credit_card,MORTGAGE,Ontario,Current,0
C100345,60,75522,8701,15.27,530,35.7,77.6,10,E,small_business,RENT,Prairies,Current,0
C100346,60,74465,31839,16.82,640,10.2,30.3,0,F,debt_consolidation,MORTGAGE,Prairies,Current,0
C100347,56,82191,13768,8.22,702,14.1,54.9,9,B,debt_consolidation,RENT,Ontario,Current,0
C100348,39,38024,14021,9.95,682,26.9,51.6,0,C,credit_card,MORTGAGE,Prairies,Current,0
C100349,45,49033,17539,5.18,777,4.9,48.4,6,A,credit_card,OWN,Ontario,Current,0
C100350,66,47678,18470,9.44,551,23.5,68.9,4,D,debt_consolidation,MORTGAGE,Atlantic,Late (31-120 days),1
C100351,32,80132,15293,5.0,615,23.6,38.3,13,A,home_improvement,RENT,West,Current,0
C100352,53,55360,17878,9.11,695,18.5,30.9,15,C,debt_consolidation,RENT,Ontario,Current,0
C100353,58,63717,17722,8.93,680,21.9,62.5,11,C,debt_consolidation,RENT,Atlantic,Current,0
C100354,43,97670,19224,10.35,689,30.3,37.6,11,C,debt_consolidation,MORTGAGE,Ontario,Charged Off,1
C100355,61,88293,2000,10.97,655,31.6,2.2,0,C,debt_consolidation,MORTGAGE,Atlantic,Current,0
C100356,41,55672,31166,13.85,673,20.6,61.9,1,E,credit_card,RENT,Prairies,Charged Off,1
C100357,60,44289,16969,15.69,687,17.3,30.4,12,E,medical,OTHER,Ontario,Current,0
C100358,51,99795,22064,9.06,707,11.6,55.8,6,C,debt_consolidation,MORTGAGE,Prairies,Current,0
C100359,23,84817,8353,9.84,666,24.8,75.9,8,C,credit_card,OWN,West,Current,0
C100360,59,29062,14703,15.94,498,12.9,65.1,11,F,credit_card,RENT,Atlantic,Charged Off,1
C100361,53,52004,13294,7.31,766,13.2,60.4,5,A,home_improvement,OWN,West,Current,0
C100362,31,64504,28288,6.13,791,15.7,43.2,10,A,home_improvement,RENT,Atlantic,Current,0
C100363,54,85006,13899,6.16,759,11.5,71.7,11,A,debt_consolidation,RENT,Ontario,Current,0
C100364,45,90178,23307,10.01,610,21.5,36.4,3,D,home_improvement,OWN,Atlantic,Current,0
C100365,65,68034,13447,8.92,717,36.0,46.4,10,C,debt_consolidation,OWN,Atlantic,Current,0
C100366,35,77914,14832,15.32,683,20.1,61.5,2,E,small_business,MORTGAGE,Ontario,Current,0
C100367,33,61627,16281,9.51,744,16.5,40.9,4,D,debt_consolidation,RENT,Atlantic,Current,0
C100368,23,44213,26987,9.61,654,23.6,72.6,12,B,home_improvement,RENT,Ontario,Current,0
C100369,57,53233,4771,16.6,602,24.2,48.4,15,F,home_improvement,MORTGAGE,Ontario,Current,0
C100370,67,60388,8790,13.1,677,31.1,87.2,1,E,home_improvement,OWN,Ontario,Current,0
C100371,53,58947,4369,7.0,705,17.7,85.8,10,B,debt_consolidation,RENT,West,Current,0
C100372,38,25629,10387,10.28,641,14.8,58.0,9,B,home_improvement,RENT,West,Current,0
C100373,62,50068,12319,9.69,725,4.0,55.9,9,B,small_business,MORTGAGE,Prairies,Current,0
C100374,32,61408,6699,5.86,756,3.7,64.8,12,A,credit_card,MORTGAGE,Prairies,Current,0
C100375,53,52753,12861,6.16,729,2.2,24.2,1,A,debt_consolidation,RENT,West,Current,0
C100376,49,53580,3897,15.22,626,25.2,30.6,11,F,debt_consolidation,MORTGAGE,Ontario,Current,0
C100377,61,74578,10874,10.16,666,8.5,73.4,4,C,debt_consolidation,OTHER,Ontario,Current,0
C100378,66,36845,26403,7.19,783,25.3,46.0,2,B,small_business,RENT,Ontario,Current,0
C100379,37,28778,20825,11.91,608,19.7,51.6,7,D,credit_card,MORTGAGE,Atlantic,Current,0
C100380,25,51191,19312,12.17,648,16.3,52.5,0,C,home_improvement,MORTGAGE,Atlantic,Current,0
C100381,28,84445,10981,15.89,615,16.6,12.1,10,F,small_business,MORTGAGE,Atlantic,Current,0
C100382,55,127951,7247,12.74,684,25.4,45.9,9,E,home_improvement,OWN,Ontario,Current,0
C100383,38,85132,10026,8.36,598,12.4,42.9,8,C,home_improvement,MORTGAGE,West,Current,0
C100384,27,30924,17698,8.15,630,9.6,70.4,0,B,home_improvement,MORTGAGE,Atlantic,Current,0
C100385,59,53930,24077,17.09,480,32.3,84.2,12,G,credit_card,RENT,West,Late (31-120 days),1
C100386,51,67204,24317,12.3,660,22.0,61.7,0,D,debt_consolidation,MORTGAGE,West,Current,0
C100387,27,64855,22414,16.06,530,22.4,69.3,4,G,major_purchase,RENT,Prairies,Late (31-120 days),1
C100388,54,76320,12837,6.83,703,19.5,20.8,6,A,vacation,RENT,Ontario,Current,0
C100389,50,39629,18172,12.73,672,21.1,61.0,11,E,credit_card,MORTGAGE,Ontario,Charged Off,1
C100390,67,61650,15751,12.06,623,22.2,65.7,6,D,medical,MORTGAGE,West,Current,0
C100391,67,72341,16592,5.59,737,9.3,67.3,13,A,vacation,OTHER,Ontario,Current,0
C100392,66,86816,32260,12.06,664,32.5,89.1,14,C,credit_card,MORTGAGE,West,Current,0
C100393,63,41665,5666,12.21,695,15.4,18.0,12,D,small_business,OWN,Prairies,Current,0
C100394,58,51261,16357,8.33,750,25.9,36.8,0,A,home_improvement,RENT,Prairies,Current,0
C100395,52,25000,26482,10.67,642,16.7,39.5,12,C,debt_consolidation,MORTGAGE,Prairies,Current,0
C100396,46,45267,7739,15.71,627,26.6,57.2,3,E,debt_consolidation,OWN,Ontario,Current,0
C100397,58,47288,13494,7.75,759,21.6,43.3,14,B,credit_card,RENT,West,Current,0
C100398,66,37842,14297,10.41,702,26.0,43.6,15,C,small_business,MORTGAGE,West,Current,0
C100399,26,64507,16437,11.46,603,12.1,74.6,1,C,debt_consolidation,MORTGAGE,West,Current,0
C100400,27,58386,6828,9.09,738,24.0,25.0,1,B,small_business,RENT,Ontario,Current,0
C100401,44,25000,22167,16.64,554,35.4,41.4,11,F,home_improvement,MORTGAGE,Atlantic,Late (31-120 days),1
C100402,34,65972,22664,13.61,714,19.2,28.4,2,E,home_improvement,RENT,Ontario,Current,0
C100403,45,39429,21559,5.81,780,15.2,34.8,15,A,debt_consolidation,RENT,Ontario,Current,0
C100404,35,74500,11907,19.37,608,20.3,33.6,8,G,credit_card,RENT,Atlantic,Current,0
C100405,57,33630,18606,17.62,623,20.1,53.5,9,F,debt_consolidation,RENT,Prairies,Current,0
C100406,63,60688,11704,7.29,691,28.5,45.8,13,B,debt_consolidation,RENT,West,Current,0
C100407,34,52711,15672,13.11,673,14.0,36.1,3,E,debt_consolidation,OWN,Ontario,Current,0
C100408,57,68624,33074,5.0,704,8.4,63.4,8,A,debt_consolidation,RENT,Prairies,Current,0
C100409,26,63330,18670,19.0,605,35.3,54.8,15,G,debt_consolidation,OWN,Ontario,Charged Off,1
C100410,58,53379,9687,10.88,706,23.9,66.6,0,D,credit_card,MORTGAGE,Ontario,Current,0
C100411,53,29992,19262,12.98,627,34.3,50.6,2,D,credit_card,RENT,Prairies,Current,0
C100412,54,30800,8537,6.65,690,11.8,48.4,2,A,debt_consolidation,RENT,Ontario,Current,0
C100413,44,46039,9607,15.35,548,23.4,50.5,5,F,major_purchase,OWN,Prairies,Charged Off,1
C100414,26,59651,10712,7.88,665,10.4,50.8,2,A,credit_card,MORTGAGE,West,Current,0
C100415,60,45537,14890,6.25,601,17.5,69.1,2,B,medical,OWN,Atlantic,Current,0
C100416,26,79328,24559,7.99,764,2.6,35.3,13,A,home_improvement,RENT,Ontario,Current,0
C100417,43,52804,22049,14.38,735,25.8,54.4,7,E,debt_consolidation,MORTGAGE,West,Current,0
C100418,29,38783,21661,5.51,780,18.8,26.7,5,B,medical,MORTGAGE,West,Current,0
C100419,60,52831,10308,17.91,525,22.1,76.2,6,F,major_purchase,OWN,West,Charged Off,1
C100420,47,66280,14211,13.17,698,16.8,37.7,15,D,home_improvement,RENT,West,Current,0
C100421,44,69300,19904,5.49,802,8.7,54.8,7,A,credit_card,OWN,West,Charged Off,1
C100422,35,139423,13602,5.0,699,20.1,49.2,7,A,credit_card,RENT,West,Current,0
C100423,57,44311,16051,5.0,730,6.8,72.9,14,A,credit_card,OWN,Ontario,Current,0
C100424,30,57927,21090,14.9,548,23.1,39.9,0,D,small_business,MORTGAGE,Ontario,Current,0
C100425,54,72530,15559,12.89,651,35.5,25.5,7,E,credit_card,MORTGAGE,Ontario,Current,0
C100426,66,59246,19582,6.48,644,26.9,41.6,11,B,debt_consolidation,RENT,Ontario,Current,0
C100427,33,47797,29149,14.32,647,10.5,27.5,8,E,debt_consolidation,MORTGAGE,Ontario,Current,0
C100428,53,29817,16797,5.0,638,11.2,28.3,13,A,debt_consolidation,RENT,Ontario,Current,0
C100429,35,47578,26255,12.82,666,24.0,62.0,14,E,debt_consolidation,MORTGAGE,Atlantic,Current,0
C100430,64,36932,21916,17.19,670,22.0,50.4,5,F,credit_card,MORTGAGE,Ontario,Current,0
C100431,63,27530,7729,14.56,593,11.2,48.3,13,E,major_purchase,MORTGAGE,Ontario,Current,0
C100432,35,41854,10285,11.54,595,22.2,49.8,3,D,debt_consolidation,MORTGAGE,Ontario,Charged Off,1
C100433,31,37377,12165,14.02,517,20.9,52.5,3,E,debt_consolidation,MORTGAGE,Ontario,Current,0
C100434,24,77863,12016,5.47,709,28.4,77.0,15,A,debt_consolidation,MORTGAGE,West,Charged Off,1
C100435,53,78472,17368,7.93,670,14.7,37.3,0,B,credit_card,MORTGAGE,West,Current,0
C100436,64,39865,22303,5.09,639,23.2,29.3,5,A,home_improvement,MORTGAGE,Prairies,Current,0
C100437,27,53258,26786,9.3,705,9.1,61.9,10,C,credit_card,MORTGAGE,West,Current,0
C100438,59,25946,20157,11.27,633,12.3,49.7,6,D,medical,MORTGAGE,West,Current,0
C100439,56,47932,14880,11.13,599,24.6,93.1,13,D,vacation,MORTGAGE,West,Current,0
C100440,43,71650,3424,15.25,605,28.6,46.4,4,E,major_purchase,RENT,Prairies,Current,0
C100441,31,86788,18494,6.92,783,8.3,56.3,8,A,major_purchase,MORTGAGE,Atlantic,Current,0
C100442,51,43440,18180,10.88,691,19.7,68.2,2,D,credit_card,RENT,Prairies,Current,0
C100443,48,96118,19281,6.57,695,6.8,39.0,3,B,credit_card,RENT,West,Current,0
C100444,59,30271,32744,7.81,736,15.2,31.6,2,B,credit_card,MORTGAGE,Prairies,Current,0
C100445,47,34152,26684,14.59,594,25.4,70.2,11,D,small_business,RENT,Prairies,Current,0
C100446,23,82401,23495,16.77,594,21.0,67.2,3,G,debt_consolidation,MORTGAGE,Ontario,Current,0
C100447,30,127008,11265,11.81,666,17.8,25.4,10,D,debt_consolidation,OTHER,Ontario,Current,0
C100448,38,74760,14409,6.11,698,7.1,27.9,5,A,debt_consolidation,RENT,West,Current,0
C100449,44,58797,17336,11.87,682,15.0,3.8,9,D,home_improvement,RENT,Ontario,Current,0
C100450,37,25000,12572,5.45,681,27.3,60.3,13,A,home_improvement,RENT,West,Current,0
C100451,62,25000,21503,17.39,642,23.0,48.1,13,F,debt_consolidation,RENT,Ontario,Current,0
C100452,34,63464,20498,12.55,688,12.5,46.1,0,D,credit_card,MORTGAGE,Atlantic,Current,0
C100453,52,50964,10382,7.01,564,12.8,28.9,12,A,credit_card,MORTGAGE,Atlantic,Current,0
C100454,37,36402,26378,6.71,789,3.8,20.8,15,A,small_business,MORTGAGE,West,Current,0
C100455,67,61666,18716,9.07,534,9.4,53.2,10,B,debt_consolidation,RENT,Ontario,Current,0
C100456,64,63058,5897,19.9,558,33.5,47.7,2,G,debt_consolidation,MORTGAGE,Ontario,Current,0
C100457,57,91582,17641,11.6,736,17.0,47.1,10,C,home_improvement,RENT,Atlantic,Current,0
C100458,56,63670,19968,16.79,619,34.2,65.3,10,E,credit_card,MORTGAGE,Prairies,Charged Off,1
C100459,51,104066,24810,13.46,577,18.8,99.1,10,D,major_purchase,MORTGAGE,Ontario,Current,0
C100460,48,60090,15638,9.2,620,17.7,54.3,6,C,credit_card,RENT,West,Current,0
C100461,47,56846,23796,7.02,780,19.5,61.4,8,A,medical,MORTGAGE,West,Current,0
C100462,22,96659,19310,16.85,508,3.8,49.1,10,F,debt_consolidation,MORTGAGE,Ontario,Late (31-120 days),1
C100463,65,38550,8795,10.3,764,17.9,12.5,7,B,credit_card,RENT,Prairies,Current,0
C100464,67,212458,8094,8.84,677,17.7,43.6,12,C,vacation,MORTGAGE,West,Current,0
C100465,45,70889,25858,12.67,592,29.9,28.2,11,D,debt_consolidation,MORTGAGE,Ontario,Current,0
C100466,61,71067,26372,11.18,626,26.3,54.4,4,D,small_business,RENT,Ontario,Current,0
C100467,39,75833,20260,16.62,558,14.6,45.8,9,F,debt_consolidation,RENT,Atlantic,Current,0
C100468,26,139345,28470,5.74,772,23.7,6.8,12,A,credit_card,MORTGAGE,Ontario,Current,0
C100469,60,85531,25396,10.58,720,16.2,77.6,7,C,debt_consolidation,OWN,Atlantic,Current,0
C100470,44,29078,22785,8.31,585,11.7,47.9,11,C,credit_card,MORTGAGE,Ontario,Current,0
C100471,65,112596,11621,10.95,658,19.4,22.0,2,C,small_business,MORTGAGE,West,Current,0
C100472,31,51359,30120,6.25,677,13.6,66.1,6,A,debt_consolidation,MORTGAGE,West,Current,0
C100473,43,62832,21754,6.18,795,25.8,27.0,11,A,debt_consolidation,RENT,Atlantic,Current,0
C100474,52,33669,15299,10.34,628,18.9,73.6,14,B,debt_consolidation,RENT,West,Current,0
C100475,27,75871,13322,7.54,790,17.9,27.3,10,B,debt_consolidation,RENT,Prairies,Current,0
C100476,67,44662,19797,10.41,678,24.3,40.1,10,C,credit_card,OWN,Ontario,Current,0
C100477,49,62635,6303,12.12,594,27.2,63.0,5,D,medical,MORTGAGE,West,Current,0
C100478,29,52689,22898,12.24,621,25.0,65.3,11,D,debt_consolidation,OWN,West,Charged Off,1
C100479,55,142380,11325,12.67,636,27.9,67.2,5,C,credit_card,RENT,Ontario,Current,0
C100480,62,146096,20594,10.08,610,22.3,53.9,0,C,credit_card,MORTGAGE,Prairies,Current,0
C100481,38,61141,14349,7.32,707,17.7,56.9,3,B,debt_consolidation,MORTGAGE,Ontario,Current,0
C100482,49,61623,16149,12.25,612,26.7,68.8,9,C,debt_consolidation,RENT,West,Charged Off,1
C100483,56,50612,12702,7.63,582,15.9,61.4,15,B,home_improvement,RENT,Ontario,Current,0
C100484,27,98489,16871,5.0,703,15.2,45.2,7,A,home_improvement,MORTGAGE,West,Current,0
C100485,45,51637,31226,9.11,581,30.1,31.9,13,C,major_purchase,MORTGAGE,Ontario,Current,0
C100486,47,49533,27695,8.5,639,29.4,63.9,12,C,credit_card,MORTGAGE,West,Current,0
C100487,35,93001,20481,5.84,652,16.4,52.8,8,B,home_improvement,RENT,West,Current,0
C100488,35,46994,17823,9.56,632,14.8,46.2,12,C,major_purchase,MORTGAGE,Ontario,Current,0
C100489,50,58865,23909,9.92,790,28.2,63.5,6,C,major_purchase,RENT,West,Current,0
C100490,56,29390,25910,13.42,661,25.1,25.5,7,D,medical,RENT,Ontario,Current,0
C100491,39,82198,12191,12.76,671,21.7,80.0,11,D,debt_consolidation,MORTGAGE,Prairies,Current,0
C100492,27,143400,17458,12.7,560,17.2,59.3,10,D,vacation,RENT,West,Current,0
C100493,57,82830,5246,6.93,666,18.8,56.5,8,B,major_purchase,OWN,Prairies,Current,0
C100494,29,115591,25862,15.06,648,20.8,45.2,6,E,small_business,MORTGAGE,Atlantic,Current,0
C100495,21,40915,32455,11.67,624,13.3,24.3,15,C,home_improvement,RENT,Prairies,Current,0
C100496,36,66592,18561,10.47,730,18.9,43.0,1,C,vacation,RENT,West,Current,0
C100497,59,39167,3125,12.51,592,21.4,63.0,0,D,credit_card,MORTGAGE,Ontario,Current,0
C100498,56,54041,22262,6.48,686,13.9,61.3,7,B,small_business,RENT,Prairies,Current,0
C100499,35,84753,11671,11.27,648,24.3,48.8,0,C,home_improvement,RENT,Ontario,Current,0
C100500,45,62681,13357,14.14,667,28.5,11.3,5,D,small_business,RENT,Atlantic,Current,0
C100501,66,31708,22386,16.39,579,29.3,30.3,9,F,small_business,RENT,Ontario,Current,0
C100502,54,33131,19782,15.29,599,20.6,93.4,6,F,debt_consolidation,MORTGAGE,Ontario,Late (31-120 days),1
C100503,56,32160,14583,9.81,667,23.3,31.1,3,C,debt_consolidation,MORTGAGE,Prairies,Current,0
C100504,25,74694,13453,9.5,640,18.5,78.7,4,C,credit_card,RENT,Atlantic,Current,0
C100505,32,151562,18881,13.57,663,12.3,34.3,9,E,small_business,MORTGAGE,Ontario,Current,0
C100506,25,110537,15134,8.78,715,21.2,43.5,15,B,home_improvement,RENT,West,Current,0
C100507,67,25510,10235,14.34,631,22.0,65.0,12,E,major_purchase,MORTGAGE,Atlantic,Current,0
C100508,37,113492,15672,11.2,656,36.2,36.9,8,C,small_business,RENT,Atlantic,Charged Off,1
C100509,44,91252,20377,6.45,768,25.2,71.0,2,A,credit_card,MORTGAGE,Prairies,Current,0
C100510,46,29870,16753,5.0,711,20.0,48.4,3,A,debt_consolidation,RENT,Prairies,Current,0
C100511,45,52238,8105,13.4,619,22.7,63.0,7,E,home_improvement,MORTGAGE,Ontario,Current,0
C100512,23,98026,24923,5.32,730,16.1,40.7,3,A,major_purchase,RENT,Ontario,Current,0
C100513,63,76703,2000,7.78,795,9.5,51.9,11,B,home_improvement,OTHER,Ontario,Current,0
C100514,38,33220,14875,10.15,628,4.3,82.4,5,B,major_purchase,RENT,Prairies,Current,0
C100515,64,78813,13659,8.35,766,8.9,40.1,13,A,vacation,OWN,Prairies,Current,0
C100516,56,25000,19037,9.0,598,16.2,87.6,4,B,credit_card,OWN,Prairies,Current,0
C100517,53,54162,21932,12.14,670,4.8,39.5,7,D,small_business,RENT,West,Current,0
C100518,54,99916,25887,5.0,811,11.2,52.5,11,A,credit_card,RENT,Ontario,Current,0
C100519,66,60372,13013,14.26,663,19.3,59.9,3,E,credit_card,RENT,West,Current,0
C100520,35,47833,22106,13.05,645,19.5,33.3,12,E,debt_consolidation,OTHER,Prairies,Current,0
C100521,36,89340,19371,9.96,671,11.9,54.3,9,B,debt_consolidation,MORTGAGE,Ontario,Current,0
C100522,52,92841,6019,5.0,726,12.6,46.0,10,A,debt_consolidation,MORTGAGE,Prairies,Current,0
C100523,31,107960,31304,12.46,644,31.6,37.3,7,D,home_improvement,RENT,Prairies,Current,0
C100524,58,88739,7929,5.0,681,19.6,56.0,14,A,debt_consolidation,OWN,Atlantic,Current,0
C100525,22,97404,20936,7.99,686,12.6,51.8,12,B,credit_card,RENT,West,Current,0
C100526,63,83267,20730,18.8,603,23.5,54.8,3,G,credit_card,RENT,Atlantic,Charged Off,1
C100527,37,67473,19929,19.23,550,23.8,59.3,8,G,credit_card,RENT,West,Charged Off,1
C100528,21,62335,14538,13.93,592,15.6,55.4,14,E,major_purchase,MORTGAGE,Prairies,Charged Off,1
C100529,49,53811,23791,8.91,627,11.1,47.5,4,B,credit_card,OWN,Ontario,Current,0
C100530,33,34698,7077,11.21,679,26.6,52.3,8,D,debt_consolidation,MORTGAGE,Prairies,Current,0
C100531,35,38953,17539,12.29,688,16.6,37.4,12,D,vacation,RENT,Ontario,Current,0
C100532,43,52738,14053,9.2,715,8.8,94.6,4,B,major_purchase,RENT,West,Current,0
C100533,48,66746,13259,12.4,711,19.2,21.7,8,D,home_improvement,MORTGAGE,Ontario,Current,0
C100534,27,114504,21001,5.36,729,15.8,35.1,8,A,small_business,MORTGAGE,West,Current,0
C100535,23,58759,25542,7.67,724,2.7,36.9,2,B,debt_consolidation,RENT,Ontario,Current,0
C100536,42,94048,15597,11.22,697,17.7,85.0,2,C,small_business,RENT,Ontario,Current,0
C100537,37,97313,23465,5.0,719,21.1,22.7,9,A,debt_consolidation,MORTGAGE,Ontario,Current,0
C100538,48,53952,18348,5.0,695,18.2,56.1,2,A,credit_card,OWN,West,Current,0
