order_id,order_date,product_category,sub_category,product_name,region,customer_segment,sales,profit,quantity,discount
O400502,2023-11-12,Office Supplies,Binders,Binders Lite,Central,Home Office,338.67,81.68,4,0.0
O400503,2024-03-20,Technology,Accessories,Accessories Pro,East,Consumer,856.6,85.32,2,0.1
O400504,2023-11-16,Technology,Machines,Machines Max,Central,Corporate,1803.83,310.19,3,0.05
O400505,2023-04-12,Furniture,Bookcases,Bookcases Max,East,Consumer,1761.6,190.95,5,0.05
O400506,2024-03-25,Technology,Machines,Machines Pro,East,Corporate,1210.6,136.98,3,0.15
O400507,2025-02-10,Furniture,Bookcases,Bookcases Plus,West,Consumer,1535.19,144.48,4,0.05
O400508,2025-01-31,Office Supplies,Storage,Storage Pro,West,Home Office,104.12,20.47,2,0.1
O400509,2024-05-25,Office Supplies,Storage,Storage Lite,Central,Corporate,307.88,47.61,6,0.2
O400510,2023-05-11,Office Supplies,Appliances,Appliances Pro,Atlantic,Consumer,473.03,47.33,4,0.1
O400511,2023-06-29,Furniture,Chairs,Chairs Pro,East,Corporate,1471.65,62.89,6,0.15
O400512,2023-09-10,Furniture,Tables,Tables Pro,West,Consumer,662.54,-0.6,3,0.2
O400513,2023-02-10,Furniture,Bookcases,Bookcases Pro,West,Consumer,1133.08,61.99,3,0.15
O400514,2023-04-23,Furniture,Tables,Tables Standard,West,Consumer,2609.61,258.86,6,0.0
O400515,2024-09-12,Furniture,Furnishings,Furnishings Max,Atlantic,Corporate,630.3,115.82,3,0.0
O400516,2023-12-10,Furniture,Bookcases,Bookcases Pro,East,Home Office,2040.61,186.89,6,0.05
O400517,2024-11-04,Office Supplies,Binders,Binders Pro,Atlantic,Corporate,54.3,14.62,1,0.0
O400518,2023-02-19,Furniture,Bookcases,Bookcases Standard,East,Consumer,784.67,37.19,6,0.05
O400519,2023-03-14,Technology,Accessories,Accessories Pro,Central,Consumer,1732.51,287.53,6,0.0
O400520,2024-07-05,Office Supplies,Paper,Paper Standard,Central,Home Office,471.1,89.16,4,0.0
O400521,2023-07-25,Office Supplies,Binders,Binders Plus,West,Consumer,351.77,75.52,4,0.05
O400522,2023-06-30,Office Supplies,Appliances,Appliances Pro,Central,Consumer,416.85,67.01,3,0.0
O400523,2024-05-28,Technology,Accessories,Accessories Lite,Central,Home Office,1253.24,118.5,3,0.0
O400524,2024-12-31,Office Supplies,Appliances,Appliances Standard,West,Home Office,425.32,48.37,3,0.15
O400525,2023-12-02,Office Supplies,Paper,Paper Standard,West,Consumer,571.67,84.64,5,0.2
O400526,2024-09-02,Technology,Machines,Machines Max,East,Corporate,481.2,43.07,2,0.1
O400527,2023-10-02,Furniture,Tables,Tables Pro,Atlantic,Corporate,652.35,21.71,2,0.2
O400528,2024-11-02,Furniture,Chairs,Chairs Standard,Atlantic,Consumer,649.43,56.91,3,0.0
O400529,2023-12-06,Office Supplies,Paper,Paper Pro,West,Home Office,466.76,26.77,4,0.15
O400530,2023-05-02,Furniture,Chairs,Chairs Max,Central,Consumer,487.51,67.08,2,0.05
O400531,2024-02-09,Office Supplies,Appliances,Appliances Standard,Central,Consumer,632.2,128.0,4,0.1
O400532,2023-08-22,Technology,Machines,Machines Plus,Atlantic,Consumer,2848.41,364.62,6,0.1
O400533,2023-05-28,Technology,Phones,Phones Standard,West,Consumer,540.91,57.96,2,0.15
O400534,2023-05-28,Technology,Phones,Phones Pro,Atlantic,Consumer,726.51,123.23,2,0.0
O400535,2023-11-07,Technology,Machines,Machines Plus,Central,Consumer,5133.36,530.64,6,0.05
O400536,2023-01-08,Office Supplies,Storage,Storage Standard,Central,Home Office,113.97,23.97,2,0.15
O400537,2023-02-25,Technology,Machines,Machines Plus,West,Consumer,1413.78,176.68,5,0.1
O400538,2024-04-16,Technology,Copiers,Copiers Plus,West,Consumer,2137.05,369.89,7,0.05
O400539,2023-01-05,Office Supplies,Storage,Storage Max,East,Consumer,285.3,55.65,4,0.0
O400540,2024-09-09,Furniture,Tables,Tables Standard,Atlantic,Consumer,782.63,111.25,4,0.0
O400541,2025-02-19,Office Supplies,Paper,Paper Pro,Central,Corporate,548.32,138.32,5,0.05
O400542,2023-05-27,Technology,Copiers,Copiers Lite,Atlantic,Consumer,441.05,61.01,1,0.1
O400543,2023-02-13,Office Supplies,Appliances,Appliances Lite,East,Consumer,53.09,12.64,1,0.0
O400544,2023-06-18,Furniture,Tables,Tables Plus,Atlantic,Corporate,434.51,38.63,2,0.15
O400545,2023-02-04,Technology,Accessories,Accessories Pro,Atlantic,Consumer,1026.17,144.04,4,0.15
O400546,2023-08-04,Office Supplies,Storage,Storage Plus,West,Corporate,425.04,115.7,6,0.0
O400547,2024-12-12,Furniture,Chairs,Chairs Plus,West,Corporate,2090.21,284.36,5,0.0
O400548,2024-10-17,Furniture,Bookcases,Bookcases Pro,Central,Consumer,1271.18,45.78,7,0.2
O400549,2025-02-19,Furniture,Chairs,Chairs Plus,Central,Consumer,387.28,12.38,3,0.2
O400550,2024-10-11,Furniture,Bookcases,Bookcases Lite,West,Consumer,1703.08,22.54,6,0.3
O400551,2024-11-06,Office Supplies,Appliances,Appliances Max,Central,Home Office,733.35,90.5,5,0.15
O400552,2024-04-18,Technology,Machines,Machines Plus,East,Home Office,363.95,38.77,1,0.2
O400553,2023-04-22,Office Supplies,Binders,Binders Pro,Central,Home Office,321.94,107.81,4,0.0
O400554,2024-09-07,Technology,Copiers,Copiers Max,Atlantic,Corporate,1895.92,375.29,5,0.0
O400555,2024-05-26,Office Supplies,Paper,Paper Pro,West,Home Office,277.47,44.43,3,0.0
O400556,2025-02-08,Technology,Accessories,Accessories Standard,West,Consumer,2228.79,257.41,6,0.1
O400557,2024-07-11,Furniture,Bookcases,Bookcases Plus,Central,Corporate,1163.03,175.66,3,0.0
O400558,2024-03-12,Furniture,Furnishings,Furnishings Lite,Central,Consumer,1382.68,50.43,5,0.1
O400559,2024-09-09,Office Supplies,Storage,Storage Plus,East,Home Office,719.11,123.04,6,0.0
O400560,2024-06-08,Office Supplies,Storage,Storage Plus,East,Home Office,177.21,17.9,2,0.1
O400561,2023-04-01,Furniture,Bookcases,Bookcases Pro,East,Corporate,305.71,2.93,1,0.2
O400562,2024-05-04,Office Supplies,Storage,Storage Pro,Central,Corporate,806.03,181.83,7,0.15
O400563,2023-11-09,Office Supplies,Paper,Paper Pro,Central,Home Office,243.94,41.09,6,0.05
O400564,2023-05-11,Office Supplies,Appliances,Appliances Max,West,Consumer,316.24,83.42,7,0.0
O400565,2023-08-09,Furniture,Bookcases,Bookcases Max,West,Consumer,274.02,29.06,1,0.0
O400566,2024-10-29,Technology,Copiers,Copiers Plus,East,Corporate,2532.1,280.14,5,0.1
O400567,2024-06-07,Office Supplies,Binders,Binders Plus,West,Corporate,169.0,41.55,1,0.0
O400568,2023-02-16,Technology,Accessories,Accessories Pro,West,Corporate,1809.32,51.23,4,0.15
O400569,2023-10-02,Office Supplies,Paper,Paper Pro,Central,Consumer,545.63,111.02,6,0.2
O400570,2024-07-02,Technology,Copiers,Copiers Max,Atlantic,Consumer,1270.68,262.86,2,0.0
O400571,2024-02-12,Office Supplies,Binders,Binders Lite,West,Home Office,268.97,73.31,3,0.0
O400572,2024-09-12,Technology,Accessories,Accessories Pro,Atlantic,Corporate,1479.48,247.23,4,0.0
O400573,2024-05-16,Office Supplies,Paper,Paper Max,East,Corporate,205.09,34.83,4,0.15
O400574,2023-01-30,Office Supplies,Storage,Storage Pro,Central,Consumer,105.5,28.13,1,0.0
O400575,2024-11-23,Technology,Phones,Phones Lite,Atlantic,Consumer,747.98,75.15,3,0.15
O400576,2024-04-01,Furniture,Bookcases,Bookcases Max,East,Consumer,2718.1,139.55,6,0.05
O400577,2025-01-06,Furniture,Bookcases,Bookcases Plus,Central,Consumer,432.72,20.7,1,0.05
O400578,2023-06-26,Office Supplies,Storage,Storage Plus,East,Consumer,312.78,38.74,3,0.15
O400579,2024-07-08,Furniture,Chairs,Chairs Standard,Atlantic,Consumer,1713.15,182.19,5,0.05
O400580,2023-01-24,Furniture,Bookcases,Bookcases Standard,West,Consumer,623.33,22.98,3,0.15
O400581,2023-05-06,Furniture,Tables,Tables Pro,Central,Consumer,173.87,16.61,5,0.0
O400582,2024-12-07,Office Supplies,Paper,Paper Plus,West,Corporate,149.56,26.76,2,0.15
O400583,2024-12-12,Technology,Phones,Phones Lite,East,Corporate,847.92,48.29,2,0.2
O400584,2025-02-02,Office Supplies,Paper,Paper Max,East,Consumer,968.82,184.19,7,0.0
O400585,2023-06-13,Office Supplies,Paper,Paper Lite,Central,Home Office,559.08,121.3,6,0.1
O400586,2024-12-14,Office Supplies,Binders,Binders Pro,West,Consumer,407.86,80.56,3,0.1
O400587,2023-02-12,Office Supplies,Appliances,Appliances Standard,East,Home Office,100.23,15.91,1,0.0
O400588,2023-11-17,Technology,Copiers,Copiers Max,West,Consumer,907.86,57.61,4,0.1
O400589,2023-12-16,Technology,Accessories,Accessories Pro,East,Consumer,3172.32,395.31,6,0.0
O400590,2024-09-25,Technology,Phones,Phones Max,West,Consumer,1402.76,145.14,5,0.15
O400591,2024-07-01,Technology,Copiers,Copiers Standard,East,Home Office,2569.1,485.36,5,0.1
O400592,2023-10-15,Technology,Phones,Phones Lite,East,Home Office,480.1,109.16,4,0.05
O400593,2023-04-30,Office Supplies,Paper,Paper Lite,Atlantic,Consumer,571.67,104.34,7,0.15
O400594,2023-10-20,Furniture,Chairs,Chairs Lite,East,Home Office,318.57,44.81,1,0.15
O400595,2023-08-28,Office Supplies,Binders,Binders Standard,West,Consumer,844.45,194.29,6,0.0
O400596,2024-06-20,Furniture,Furnishings,Furnishings Plus,Central,Corporate,2002.04,351.26,7,0.0
O400597,2023-03-06,Technology,Accessories,Accessories Max,West,Consumer,2773.42,420.01,6,0.0
O400598,2023-11-25,Furniture,Chairs,Chairs Standard,Atlantic,Corporate,520.33,-30.08,2,0.2
O400599,2024-05-09,Technology,Accessories,Accessories Max,East,Consumer,1337.39,186.66,7,0.05
O400600,2024-06-01,Office Supplies,Binders,Binders Max,West,Corporate,733.1,156.69,7,0.0
O400601,2024-07-20,Office Supplies,Storage,Storage Plus,Atlantic,Consumer,738.44,239.43,6,0.05
O400602,2023-08-18,Technology,Accessories,Accessories Plus,East,Corporate,1409.08,218.38,3,0.05
O400603,2024-02-20,Office Supplies,Binders,Binders Max,Atlantic,Consumer,668.41,96.32,6,0.05
O400604,2023-03-20,Furniture,Tables,Tables Standard,East,Consumer,1425.64,204.2,6,0.05
O400605,2023-12-22,Technology,Machines,Machines Pro,East,Consumer,425.27,49.77,2,0.05
O400606,2025-02-24,Technology,Copiers,Copiers Lite,East,Consumer,1008.25,163.51,2,0.05
O400607,2024-11-09,Technology,Copiers,Copiers Lite,East,Consumer,2623.94,390.61,6,0.15
O400608,2024-05-13,Office Supplies,Appliances,Appliances Pro,Central,Consumer,871.9,107.61,6,0.1
O400609,2023-12-02,Office Supplies,Paper,Paper Pro,West,Consumer,336.19,82.66,5,0.1
O400610,2024-12-21,Office Supplies,Paper,Paper Plus,East,Consumer,500.5,138.31,4,0.0
O400611,2023-12-20,Technology,Machines,Machines Standard,West,Corporate,1559.36,74.33,7,0.3
O400612,2024-09-02,Furniture,Bookcases,Bookcases Max,East,Consumer,945.12,196.19,3,0.0
O400613,2024-04-06,Furniture,Chairs,Chairs Pro,West,Consumer,3189.4,82.57,6,0.15
O400614,2023-01-18,Technology,Machines,Machines Plus,East,Consumer,3289.37,476.0,7,0.15
O400615,2024-07-17,Office Supplies,Appliances,Appliances Plus,East,Corporate,176.53,41.3,2,0.0
O400616,2024-12-15,Technology,Accessories,Accessories Pro,Central,Home Office,382.86,56.7,1,0.0
O400617,2024-09-13,Technology,Accessories,Accessories Max,Atlantic,Consumer,623.52,46.52,2,0.15
O400618,2024-05-06,Office Supplies,Storage,Storage Pro,West,Consumer,563.42,153.0,5,0.1
O400619,2023-02-02,Technology,Copiers,Copiers Max,East,Corporate,274.37,22.76,2,0.3
O400620,2023-01-19,Office Supplies,Binders,Binders Lite,East,Consumer,567.78,107.58,5,0.15
O400621,2024-11-11,Office Supplies,Binders,Binders Lite,Central,Consumer,99.39,8.82,4,0.2
O400622,2024-01-15,Office Supplies,Appliances,Appliances Pro,East,Consumer,313.4,64.37,7,0.1
O400623,2023-12-28,Office Supplies,Appliances,Appliances Standard,West,Home Office,918.32,139.22,5,0.1
O400624,2024-05-27,Office Supplies,Appliances,Appliances Max,Central,Consumer,366.97,56.84,5,0.3
O400625,2024-12-25,Office Supplies,Paper,Paper Plus,West,Consumer,305.83,62.89,2,0.15
O400626,2023-12-16,Office Supplies,Storage,Storage Max,West,Consumer,257.92,68.6,3,0.0
O400627,2024-03-05,Office Supplies,Storage,Storage Plus,Atlantic,Consumer,57.13,12.05,2,0.1
O400628,2024-03-22,Furniture,Tables,Tables Standard,Atlantic,Consumer,196.0,22.66,1,0.0
O400629,2024-01-16,Furniture,Furnishings,Furnishings Pro,East,Home Office,1263.46,-7.13,3,0.3
O400630,2024-06-09,Furniture,Tables,Tables Pro,West,Consumer,988.73,145.41,7,0.1
O400631,2023-06-06,Furniture,Chairs,Chairs Pro,East,Corporate,2865.67,339.1,6,0.05
O400632,2023-10-26,Furniture,Chairs,Chairs Standard,East,Home Office,486.44,-35.04,2,0.3
O400633,2024-01-11,Office Supplies,Appliances,Appliances Standard,Central,Consumer,356.34,91.85,3,0.05
O400634,2024-02-20,Office Supplies,Binders,Binders Pro,Central,Consumer,504.79,81.29,6,0.05
O400635,2024-01-30,Furniture,Bookcases,Bookcases Pro,East,Consumer,201.61,18.85,1,0.05
O400636,2023-12-01,Furniture,Tables,Tables Standard,East,Corporate,2227.23,214.52,6,0.0
O400637,2024-12-16,Office Supplies,Appliances,Appliances Lite,West,Consumer,701.64,62.83,4,0.0
O400638,2024-10-02,Office Supplies,Appliances,Appliances Max,Central,Consumer,577.1,103.16,5,0.1
O400639,2024-12-10,Office Supplies,Paper,Paper Plus,East,Consumer,151.06,49.64,1,0.0
O400640,2024-04-20,Technology,Copiers,Copiers Plus,Central,Consumer,2001.65,192.16,7,0.2
O400641,2024-01-25,Office Supplies,Appliances,Appliances Max,Central,Consumer,1003.53,344.38,5,0.05
O400642,2023-12-11,Office Supplies,Appliances,Appliances Standard,West,Consumer,247.04,46.28,2,0.05
O400643,2024-11-25,Office Supplies,Appliances,Appliances Standard,Atlantic,Corporate,1232.37,284.77,6,0.0
O400644,2024-06-16,Office Supplies,Storage,Storage Pro,Central,Home Office,75.49,14.33,1,0.05
O400645,2024-11-14,Technology,Accessories,Accessories Standard,Central,Home Office,702.75,75.91,2,0.15
O400646,2024-11-10,Office Supplies,Storage,Storage Standard,West,Consumer,693.01,61.33,6,0.3
O400647,2025-01-28,Technology,Copiers,Copiers Max,West,Consumer,2645.26,675.9,6,0.0
O400648,2024-03-12,Technology,Accessories,Accessories Lite,West,Consumer,496.11,68.49,1,0.0
O400649,2023-10-17,Office Supplies,Appliances,Appliances Lite,East,Consumer,394.67,87.0,5,0.0
O400650,2024-12-27,Furniture,Tables,Tables Lite,West,Home Office,1436.42,144.77,6,0.1
O400651,2023-06-19,Office Supplies,Appliances,Appliances Max,Atlantic,Corporate,83.24,23.64,1,0.0
O400652,2023-09-16,Office Supplies,Storage,Storage Max,East,Consumer,116.41,13.05,1,0.0
O400653,2025-01-25,Technology,Machines,Machines Pro,East,Corporate,666.92,23.4,2,0.15
O400654,2024-07-25,Office Supplies,Storage,Storage Lite,Atlantic,Consumer,166.23,24.44,2,0.15
O400655,2024-04-12,Office Supplies,Storage,Storage Pro,East,Corporate,278.46,69.88,2,0.05
O400656,2024-02-29,Office Supplies,Appliances,Appliances Plus,East,Consumer,406.42,59.32,6,0.1
O400657,2024-01-09,Technology,Accessories,Accessories Lite,Atlantic,Home Office,176.92,24.49,2,0.15
O400658,2024-12-18,Furniture,Tables,Tables Standard,East,Home Office,991.94,217.13,4,0.0
O400659,2023-11-26,Technology,Machines,Machines Standard,East,Consumer,1988.29,259.51,3,0.1
O400660,2024-01-19,Office Supplies,Paper,Paper Max,East,Corporate,403.03,73.99,3,0.05
O400661,2023-03-09,Office Supplies,Storage,Storage Max,Central,Consumer,561.64,122.77,7,0.05
O400662,2023-04-02,Furniture,Bookcases,Bookcases Plus,Central,Corporate,1021.12,106.2,3,0.05
O400663,2023-06-13,Technology,Phones,Phones Pro,Central,Consumer,680.48,80.14,2,0.15
O400664,2023-08-28,Office Supplies,Paper,Paper Max,West,Home Office,258.93,48.15,2,0.05
O400665,2023-08-22,Office Supplies,Binders,Binders Max,Atlantic,Home Office,934.1,123.43,7,0.15
O400666,2024-06-17,Furniture,Chairs,Chairs Max,East,Consumer,1886.68,84.48,6,0.05
O400667,2024-03-17,Technology,Accessories,Accessories Standard,Central,Consumer,1575.79,253.17,4,0.1
O400668,2023-01-04,Furniture,Tables,Tables Pro,West,Corporate,1508.11,-48.24,4,0.2
O400669,2024-02-18,Office Supplies,Storage,Storage Standard,East,Consumer,542.13,83.57,4,0.05
O400670,2023-03-07,Office Supplies,Paper,Paper Plus,Atlantic,Consumer,576.82,63.51,5,0.1
O400671,2024-03-10,Office Supplies,Appliances,Appliances Lite,Central,Corporate,547.98,84.22,5,0.1
O400672,2023-02-10,Technology,Phones,Phones Plus,West,Corporate,269.45,21.91,1,0.2
O400673,2023-03-03,Furniture,Furnishings,Furnishings Standard,Central,Corporate,944.24,14.18,6,0.1
O400674,2024-10-22,Technology,Copiers,Copiers Max,West,Consumer,2800.16,326.73,6,0.1
O400675,2023-01-08,Furniture,Chairs,Chairs Pro,East,Consumer,2668.63,141.67,7,0.15
O400676,2025-02-16,Technology,Phones,Phones Lite,West,Consumer,1014.07,-49.15,3,0.3
O400677,2024-01-06,Furniture,Chairs,Chairs Standard,West,Corporate,297.12,-5.34,1,0.2
O400678,2024-10-22,Furniture,Tables,Tables Plus,West,Consumer,641.25,134.81,3,0.0
O400679,2023-06-04,Office Supplies,Paper,Paper Plus,Central,Consumer,256.39,34.5,3,0.1
O400680,2024-01-09,Furniture,Chairs,Chairs Pro,Central,Home Office,811.88,105.89,5,0.05
O400681,2024-12-14,Technology,Copiers,Copiers Pro,West,Home Office,728.31,94.41,2,0.05
O400682,2023-03-03,Technology,Machines,Machines Plus,Central,Consumer,508.08,71.13,1,0.1
O400683,2023-12-11,Technology,Machines,Machines Max,East,Corporate,634.96,88.98,2,0.0
O400684,2023-04-09,Office Supplies,Binders,Binders Standard,Atlantic,Consumer,496.67,24.79,5,0.15
O400685,2023-10-09,Office Supplies,Appliances,Appliances Plus,Central,Corporate,284.06,49.13,2,0.05
O400686,2025-02-15,Office Supplies,Paper,Paper Lite,Atlantic,Consumer,725.65,121.25,5,0.15
O400687,2024-03-11,Office Supplies,Binders,Binders Standard,Central,Consumer,241.42,55.26,5,0.05
O400688,2023-09-25,Technology,Phones,Phones Standard,Central,Home Office,1399.71,261.96,4,0.0
O400689,2024-05-17,Furniture,Furnishings,Furnishings Standard,West,Corporate,206.91,6.44,1,0.1
O400690,2023-08-14,Technology,Accessories,Accessories Lite,Atlantic,Consumer,247.46,37.37,1,0.15
O400691,2023-03-07,Technology,Copiers,Copiers Pro,Central,Home Office,1964.01,184.42,6,0.1
O400692,2024-03-28,Furniture,Bookcases,Bookcases Plus,West,Consumer,419.47,5.02,5,0.15
O400693,2024-08-16,Office Supplies,Appliances,Appliances Pro,West,Consumer,533.26,51.19,6,0.15
O400694,2023-05-24,Office Supplies,Storage,Storage Max,East,Consumer,850.29,169.08,7,0.0
O400695,2023-04-21,Furniture,Furnishings,Furnishings Max,West,Corporate,590.46,62.13,3,0.0
O400696,2024-04-23,Furniture,Tables,Tables Pro,Atlantic,Corporate,1804.14,242.96,7,0.0
O400697,2023-11-06,Office Supplies,Storage,Storage Lite,West,Consumer,362.46,55.22,3,0.0
O400698,2025-01-18,Office Supplies,Binders,Binders Max,West,Consumer,787.7,115.78,7,0.1
O400699,2023-10-13,Office Supplies,Appliances,Appliances Pro,West,Corporate,256.77,46.21,5,0.0
O400700,2023-11-10,Furniture,Furnishings,Furnishings Lite,East,Consumer,733.36,85.35,2,0.05
O400701,2024-03-31,Furniture,Tables,Tables Pro,Central,Consumer,369.16,40.65,1,0.05
O400702,2025-02-21,Office Supplies,Binders,Binders Plus,Central,Consumer,559.55,66.32,7,0.1
O400703,2024-07-05,Technology,Machines,Machines Lite,West,Corporate,1399.98,76.46,3,0.3
O400704,2024-06-16,Furniture,Furnishings,Furnishings Standard,Atlantic,Corporate,2138.77,90.65,7,0.15
O400705,2024-10-02,Technology,Machines,Machines Lite,East,Consumer,931.51,204.61,2,0.0
O400706,2024-10-14,Office Supplies,Binders,Binders Lite,West,Consumer,565.02,91.92,4,0.05
O400707,2024-02-26,Furniture,Furnishings,Furnishings Lite,West,Corporate,395.84,59.19,2,0.0
O400708,2023-08-18,Technology,Accessories,Accessories Max,East,Consumer,349.64,69.32,1,0.05
O400709,2023-05-05,Furniture,Chairs,Chairs Plus,East,Corporate,1357.23,99.68,4,0.1
O400710,2024-03-29,Technology,Copiers,Copiers Standard,Central,Consumer,847.63,114.34,4,0.3
O400711,2024-07-10,Office Supplies,Appliances,Appliances Lite,West,Consumer,210.39,51.46,2,0.0
O400712,2023-10-21,Office Supplies,Appliances,Appliances Max,Atlantic,Consumer,435.73,134.27,3,0.0
O400713,2024-01-19,Furniture,Chairs,Chairs Lite,East,Home Office,1030.86,253.69,3,0.0
O400714,2023-12-23,Technology,Machines,Machines Max,West,Consumer,761.54,35.3,2,0.1
O400715,2024-04-16,Office Supplies,Appliances,Appliances Pro,Central,Consumer,515.04,65.71,6,0.3
O400716,2024-10-16,Office Supplies,Appliances,Appliances Max,Central,Consumer,321.07,70.9,3,0.05
O400717,2023-12-21,Office Supplies,Appliances,Appliances Max,Atlantic,Corporate,701.17,127.73,5,0.1
O400718,2024-02-20,Furniture,Bookcases,Bookcases Standard,East,Corporate,3220.63,280.06,6,0.0
O400719,2023-11-30,Technology,Phones,Phones Plus,West,Consumer,1250.16,106.81,3,0.1
O400720,2023-08-30,Office Supplies,Binders,Binders Plus,Atlantic,Corporate,173.85,29.09,1,0.0
O400721,2024-07-15,Furniture,Bookcases,Bookcases Standard,East,Consumer,262.62,60.71,1,0.0
O400722,2024-05-08,Furniture,Chairs,Chairs Pro,Central,Consumer,1003.21,69.59,5,0.15
O400723,2024-02-24,Office Supplies,Storage,Storage Max,West,Consumer,86.9,13.21,1,0.0
O400724,2023-08-24,Office Supplies,Binders,Binders Pro,East,Consumer,81.43,13.63,1,0.0
O400725,2024-11-25,Technology,Machines,Machines Plus,Atlantic,Corporate,1507.4,118.7,4,0.0
O400726,2024-10-05,Office Supplies,Paper,Paper Plus,Atlantic,Corporate,314.43,87.9,2,0.0
O400727,2024-08-17,Furniture,Chairs,Chairs Lite,Atlantic,Home Office,1130.81,81.72,3,0.1
O400728,2024-10-14,Technology,Accessories,Accessories Plus,Central,Consumer,1725.41,354.5,5,0.0
O400729,2024-01-17,Technology,Machines,Machines Lite,East,Corporate,2010.87,261.66,6,0.1
O400730,2024-05-17,Furniture,Bookcases,Bookcases Standard,East,Home Office,836.4,98.19,3,0.1
O400731,2023-06-21,Office Supplies,Appliances,Appliances Lite,West,Consumer,123.34,21.6,1,0.05
O400732,2024-09-18,Technology,Accessories,Accessories Lite,Central,Consumer,1012.49,197.2,2,0.0
O400733,2023-01-15,Furniture,Bookcases,Bookcases Plus,Central,Corporate,1440.14,120.54,6,0.1
O400734,2024-02-11,Furniture,Chairs,Chairs Standard,Central,Corporate,259.43,3.11,1,0.1
O400735,2023-06-14,Furniture,Tables,Tables Max,East,Home Office,776.87,6.87,2,0.15
O400736,2024-04-21,Office Supplies,Paper,Paper Max,West,Corporate,682.29,105.66,7,0.1
O400737,2023-08-14,Technology,Copiers,Copiers Lite,Central,Home Office,855.61,103.57,3,0.15
O400738,2025-02-10,Office Supplies,Storage,Storage Plus,Atlantic,Consumer,104.77,25.08,1,0.1
O400739,2023-04-05,Furniture,Chairs,Chairs Plus,East,Corporate,1894.95,96.24,7,0.15
O400740,2024-10-19,Technology,Copiers,Copiers Lite,West,Consumer,1044.85,131.25,6,0.1
O400741,2024-06-19,Technology,Machines,Machines Max,Atlantic,Consumer,1490.07,67.8,6,0.3
O400742,2025-03-07,Office Supplies,Paper,Paper Lite,Central,Consumer,550.55,61.74,5,0.2
O400743,2023-09-18,Technology,Phones,Phones Pro,Central,Corporate,2858.65,511.31,4,0.0
O400744,2024-07-18,Technology,Accessories,Accessories Plus,Atlantic,Consumer,1454.58,262.98,5,0.15
O400745,2023-01-25,Furniture,Tables,Tables Max,Central,Consumer,392.99,42.78,1,0.0
O400746,2024-06-25,Office Supplies,Appliances,Appliances Max,Central,Corporate,102.02,13.58,1,0.2
O400747,2023-12-16,Furniture,Chairs,Chairs Max,Central,Consumer,2070.34,129.92,5,0.05
O400748,2024-08-04,Technology,Accessories,Accessories Plus,East,Consumer,1250.31,272.62,4,0.05
O400749,2024-09-19,Furniture,Bookcases,Bookcases Lite,West,Corporate,2578.17,191.89,6,0.0
O400750,2024-01-25,Office Supplies,Appliances,Appliances Pro,West,Home Office,1001.77,116.61,7,0.2
O400751,2023-09-29,Office Supplies,Storage,Storage Standard,Central,Corporate,252.94,30.13,2,0.3
O400752,2024-07-24,Office Supplies,Binders,Binders Plus,West,Consumer,512.86,77.8,3,0.05
O400753,2024-12-22,Furniture,Bookcases,Bookcases Max,Atlantic,Home Office,661.42,108.07,2,0.0
O400754,2023-10-15,Technology,Phones,Phones Lite,East,Home Office,2580.53,6.57,6,0.15
O400755,2024-11-13,Technology,Phones,Phones Plus,Central,Consumer,1361.62,136.71,4,0.05
O400756,2023-12-22,Office Supplies,Storage,Storage Plus,West,Consumer,55.94,3.65,3,0.3
O400757,2024-12-12,Office Supplies,Paper,Paper Max,East,Consumer,745.26,235.12,6,0.05
O400758,2024-06-03,Office Supplies,Binders,Binders Standard,East,Corporate,407.66,72.27,4,0.1
O400759,2024-06-18,Furniture,Tables,Tables Lite,Central,Home Office,1657.97,212.78,4,0.0
O400760,2024-07-04,Furniture,Tables,Tables Pro,West,Consumer,1694.8,46.41,6,0.3
O400761,2024-10-07,Furniture,Bookcases,Bookcases Max,East,Consumer,350.56,5.5,2,0.1
O400762,2024-11-20,Furniture,Furnishings,Furnishings Lite,Atlantic,Consumer,1973.29,-358.48,5,0.3
O400763,2023-11-08,Furniture,Chairs,Chairs Lite,Central,Corporate,2341.55,425.44,7,0.05
O400764,2024-08-19,Technology,Copiers,Copiers Plus,Central,Home Office,1456.73,233.42,7,0.1
O400765,2024-07-08,Technology,Copiers,Copiers Max,Central,Corporate,1762.69,278.04,7,0.0
O400766,2024-04-18,Technology,Machines,Machines Pro,Central,Home Office,169.78,18.31,2,0.15
O400767,2023-06-29,Office Supplies,Paper,Paper Standard,East,Consumer,760.37,207.28,5,0.0
O400768,2024-01-08,Office Supplies,Binders,Binders Max,East,Corporate,464.89,87.65,5,0.05
O400769,2023-06-13,Office Supplies,Appliances,Appliances Lite,West,Home Office,76.23,13.51,1,0.1
O400770,2023-04-20,Office Supplies,Binders,Binders Standard,West,Corporate,371.81,119.64,4,0.0
O400771,2025-01-24,Technology,Accessories,Accessories Pro,East,Home Office,638.88,27.36,2,0.15
O400772,2024-08-02,Technology,Copiers,Copiers Plus,Atlantic,Consumer,1715.71,224.52,4,0.15
O400773,2024-03-15,Technology,Phones,Phones Max,Central,Consumer,802.19,55.27,5,0.1
O400774,2023-12-20,Technology,Accessories,Accessories Pro,East,Consumer,1182.33,246.11,5,0.1
O400775,2023-02-27,Office Supplies,Binders,Binders Max,Atlantic,Home Office,837.19,196.45,6,0.0
